brand_id,brand::ar,brand::en,brand_info_story::ar,brand_info_story::en,branded_vs_private_label,brand_owner::en,is_valid,brand_owner::ar,brand_owner::ku,brand::ku,brand_info_story::ku,brand_type::en
candy_canes,Candy Canes,Candy Canes,,,,CANDY CANES,True,,,,,
candy_cans,Candy Cans,Candy Cans,,,,CANDY CANS,True,,,,,
coconut_king,Coconut King,Coconut King,,,,COCONUT KING,True,,,,,
flex,Flex,Flex,,,,The Flex Company,True,,,,,
fristo,Fristo,Fristo,,,,FRISTO,True,,,,,
funables,Funables,Funables,,,,FUNABLES,True,,,,,
halwanji,Halwanji,Halwanji,,,,HALWANJI,True,,,,,
hashim,Hashim,Hashim,,,,,True,,,,,
lenaturelle,LeNaturelle,LeNaturelle,,,,LENATURELLE,True,,,,,
lever,Lever,Lever,,,,,True,,,,,
lugain,Lugain,Lugain,,,,,True,,,,,
lunchitas,Lunchitas,Lunchitas,,,,LUNCHITAS,True,,,,,
mahraja,Mahraja,Mahraja,,,,MAHRAJA,True,,,,,
maison_belge,Maison Belge,Maison Belge,,,,MAISON BELGE,True,,,,,
maccormick,Maccormick,Maccormick,,,,MACCORMICK,True,,,,,
milkio,Milkio,Milkio,,,,,True,,,,,
mimas,Mimas,Mimas,,,,MIMAS,True,,,,,
my_love,My Love,My Love,,,,MY LOVE,True,,,,,
mydible,Mydible,Mydible,,,,MYDIBLE,True,,,,,
osra_shamih,Osra Shamih,Osra Shamih,,,,OSRA SHAMIH,True,,,,,
samarah,Samarah,Samarah,,,,SAMARAH,True,,,,,
superior,Superior,Superior,,,,,True,,,,,
synthetic,Synthetic,Synthetic,,,,,True,,,,,
blu_sea,Blu Sea,Blu Sea,,,,BLU SEA,True,,,,,
yaesta,,Yaesta,,,,YAESTA,True,,,,,
frank_and_honest,,Frank and Honest,,,,,True,,,,,
brennans,,Brennans,,,,BRENNANS,True,,,,,
pranic,Pranic,Pranic,,,,PRANIC,True,,,,,
rapidshield,RapidShield,RapidShield,,,,,True,,,,,
sleep_soundly,Sleep Soundly,Sleep Soundly,,,,SLEEP SOUNDLY,True,,,,,
smart_hit,Smart Hit,Smart Hit,,,,,True,,,,,
solib,Solib,Solib,,,,,True,,,,,
baggu,Baggu,Baggu,,,,,True,,,,,
vulnamin,Vulnamin,Vulnamin,,,,VULNAMIN,True,,,,,
xyminal,Xyminal,Xyminal,,,,XYMINAL,True,,,,,
relumins,Relumins,Relumins,,,,,True,,,,,
bacterisan,,Bacterisan,,,,BACTERISAN,True,,,,,
actikid,,Actikid,,,,ACTIKID,True,,,,,
petitfee,,Petitfee,,,,PETITFEE,True,,,,,
cynatine,,Cynatine,,,,CYNATINE,True,,,,,
insobox,Insobox,Insobox,,,,INSOBOX,True,,,,,
golden_chicken,Golden Chicken,Golden Chicken,,,,GOLDEN CHICKEN,True,,,,,
kleraderm,Kleraderm,Kleraderm,,,,,True,,,,,
hydra,Hydra ,Hydra ,,,,,True,,,,,
superglide,Superglide,Superglide,,,,SUPERGLIDE,True,,,,,
carbon_coco,Carbon Coco,Carbon Coco,,,,CARBON COCO,True,,,,,
bluem,Bluem,Bluem,,,,BLUEM,True,,,,,
summer_eve,Summer Eve,Summer Eve,,,,,True,,,,,
gyneplus,Gyneplus,Gyneplus,,,,,True,,,,,
elastogyn,Elastogyn,Elastogyn,,,,,True,,,,,
dr_foot,Dr. Foot,Dr. Foot,,,,DR. FOOT,True,,,,,
masters,Masters,Masters,,,,MASTERS,True,,,,,
patrol,Patrol,Patrol,,,,PATROL,True,,,,,
nourkin,Nourkin,Nourkin,,,,,True,,,,,
vizz,Vizz,Vizz,,,,VIZZ,True,,,,,
dosechamber,Dosechamber,Dosechamber,,,,,True,,,,,
ivismile,Ivismile,Ivismile,,,,IVISMILE,True,,,,,
dermadep,Dermadep,Dermadep,,,,DERMADEP,True,,,,,
daive,Daive,Daive,,,,,True,,,,,
dologel,Dologel,Dologel,,,,DOLOGEL,True,,,,,
calmodent,Calmodent,Calmodent,,,,CALMODENT,True,,,,,
bump_patrol,,Bump Patrol,,,,BUMP PATROL,True,,,,,
al_hawen,Al Hawen,Al Hawen,,,,,True,,,,,
al_nawaeer,Al Nawaeer,Al Nawaeer,,,,,True,,,,,
amanah,Amanah,Amanah,,,,AMANAH,True,,,,,
bee_sting,Bee Sting,Bee Sting,,,,,True,,,,,
raja_s,Raja's,Raja's,,,,RAJA'S,True,,,,,
luv_pops,,Luv Pops,,,,LUV POPS,True,,,,,
hoffman_s,Hoffman's,Hoffman's,,,,HOFFMAN'S,True,,,,,
cbm,CBM,CBM,,,,Ausnutria,True,Ausnutria,,,,
zooki,,Zooki,,,,ZOOKI,True,,,,,
mobile_pixels,Mobile Pixels,Mobile Pixels,,,,MOBILE PIXELS,True,,,,,
zoom,Zoom,Zoom,,,,ZOOM,True,,,,,
baonier,Baonier,Baonier,,,,BAONIER,True,,,,,
polarb,PolarB,PolarB,,,,,True,,,,,
my_jq_girls,My JQ Girls,My JQ Girls,,,,MY JQ GIRLS,True,,,,,
koala_diary,Koala Diary,Koala Diary,,,,,True,,,,,
kaibibi,Kaibibi,Kaibibi,,,,KAIBIBI,True,,,,,
medispo,,Medispo,,,,MEDISPO,True,,,,,
lapiara,,Lapiara,,,,,True,,,,,
safa_alain,,Safa Alain,,,,,True,,,,,
castiello,,Castiello,,,,CASTIELLO,True,,,,,
al_hares,,Al Hares,,,,,True,,,,,
al_ajaweed,,Al-Ajaweed,,,,AL-AJAWEED,True,,,,,
al_shaikh,,Al Shaikh,,,,AL SHAIKH,True,,,,,
mazaqi,,Mazaqi,,,,MAZAQI,True,,,,,
debsy,,Debsy,,,,DEBSY,True,,,,,
spur,,Spur,,,,SPUR,True,,,,,
al_jarra,,Al Jarra,,,,,True,,,,,
teeela,,Teeela,,,,,True,,,,,
aquaria,,Aquaria,,,,,True,,,,,
ryan_s_world,,Ryan's World,,,,RYAN'S WORLD,True,,,,,
kuche,Kuche,Kuche,,,,KUCHE,True,,,,,
prl,PRL,PRL,,,,PRL,True,,,,,
coco_cavalli,Coco Cavalli,Coco Cavalli,,,,COCO CAVALLI,True,,,,,
royal_nuts,Royal Nuts,Royal Nuts,,,,ROYAL NUTS,True,,,,,
alpedo,Alpedo,Alpedo,,,,ALPEDO,True,,,,,
brandy_designs,Brandy Designs,Brandy Designs,,,,BRANDY DESIGNS,True,,,,,
telife,,Telife,,,,TELIFE,True,,,,,
innokin,,Innokin,,,,INNOKIN,True,,,,,
de_haan,,De Haan,,,,DE HAAN,True,,,,,
now_designs,Now Designs,Now Designs,,,,,True,,,,,
white_bear,,White Bear,,,,WHITE BEAR,True,,,,,
good_time,,Good Time,,,,GOOD TIME,True,,,,,
joocy,,Joocy,,,,,True,,,,,
almawasim_aldemashkia,,Almawasim Aldemashkia,,,,,True,,,,,
hallab,,Hallab,,,,HALLAB,True,,,,,
abou_naj,,Abou Naji,,,,ABOU NAJI,True,,,,,
fabrique_al_saifi,,Fabrique Al-Saifi,,,,,True,,,,,
ugarit,,Ugarit,,,,UGARIT,True,,,,,
wribson,,Wribson,,,,WRIBSON,True,,,,,
pain_gourmet,,Pain Gourmet,,,,PAIN GOURMET,True,,,,,
plaza_del_sol,,Plaza del Sol,,,,PLAZA DEL SOL,True,,,,,
suntat,,Suntat,,,,,True,,,,,
pafilya,Pafilya,Pafilya,,,,PAFILYA,True,,,,,
piramida,Piramida,Piramida,,,,PIRAMIDA,True,,,,,
alraeda,Alraeda,Alraeda,,,,,True,,,,,
psychik,Psychik,Psychik,,,,PSYCHIK,True,,,,,
q_tips,Q-Tips,Q-Tips,,,,,True,,,,,
brinton,,Brinton,,,,,True,,,,,
creature_oasis,,Creature Oasis,,,,,True,,,,,
fresh_kitty,,Fresh Kitty,,,,FRESH KITTY,True,,,,,
goldenfeast,,Goldenfeast,,,,,True,,,,,
groomer_s_goop,,Groomer's Goop,,,,Bio-Derm Labs,True,,,,,
miracle_care,,Miracle Care,,,,,True,,,,,
pet_garden,,Pet Garden,,,,,True,,,,,
pure_water_pebbles,,Pure Water Pebbles,,,,,True,,,,,
bake_home,Bake Home,Bake Home,,,,BAKE HOME,True,,,,,
cranbiotix,Cranbiotix,Cranbiotix,,,,CRANBIOTIX,True,,,,,
elete,Elete,Elete,,,,,True,,,,,
epimedym,Epimedym,Epimedym,,,,,True,,,,,
full_circle_beauty,Full Circle Beauty,Full Circle Beauty,,,,,True,,,,,
g_lite,G-Lite,G-Lite,,,,,True,,,,,
grahams,Grahams,Grahams,,,,,True,,,,,
rossano_ferretti,Rossano Ferretti,Rossano Ferretti,,,,,True,,,,,
hydropeptide,Hydropeptide,Hydropeptide,,,,HYDROPEPTIDE,True,,,,,
hypobase,Hypobase,Hypobase,,,,,True,,,,,
jadole,Jadole,Jadole,,,,,True,,,,,
ling,Ling,Ling,,,,,True,,,,,
medca,Medca,Medca,,,,,True,,,,,
nbl,NBL,NBL,,,,,True,,,,,
nufol,Nufol,Nufol,,,,,True,,,,,
prescriptive,Prescriptive,Prescriptive,,,,,True,,,,,
rayflam,Rayflam,Rayflam,,,,RAYFLAM,True,,,,,
swissline,Swissline,Swissline,,,,,True,,,,,
talya,Talya,Talya,,,,TALYA,True,,,,,
the_derma_co,The Derma Co,The Derma Co,,,,THE DERMA CO,True,,,,,
tocobo,Tocobo,Tocobo,,,,TOCOBO,True,,,,,
lamelia,Lamelia,Lamelia,,,,LAMELIA,True,,,,,
estipharm,Estipharm,Estipharm,,,,ESTIPHARM,True,,,,,
ag_pharm,AG Pharm,AG Pharm,,,,,True,,,,,
honey_belle,Honey Belle,Honey Belle,,,,HONEY BELLE,True,,,,,
dermacorn,DermaCorn,DermaCorn,,,,,True,,,,,
smilekit,SmileKit,SmileKit,,,,,True,,,,,
lube_in_a_tube,Lube In A Tube,Lube In A Tube,,,,,True,,,,,
nuage,Nuage,Nuage,,,,NUAGE,True,,,,,
diamantina,,Diamantina,,,,DIAMANTINA,True,,,,,
flinders_natural,,Flinders Natural,,,,FLINDERS NATURAL,True,,,,,
xchange,Xchange,Xchange,,,,,True,,,,,
wack_o_wax,Wack-O-Wax,Wack-O-Wax,,,,,True,,,,,
beyond_bodiheat,,Beyond BodiHeat,,,,BEYOND BODIHEAT,True,,,,,
hatch_wells,Hatch Wells,Hatch Wells,,,,,True,,,,,
daily_dairy,Daily Dairy,Daily Dairy,,,,DAILY DAIRY,True,,,,,
pectiv,,Pectiv,,,,PECTIV,True,,,,,
reddingo,,RedDingo,,,,REDDINGO,True,,,,,
sharples,,Sharples,,,,SHARPLES,True,,,,,
sobo,,Sobo,,,,,True,,,,,
tu_meke_friend,,Tu Meke Friend,,,,,True,,,,,
anank,Anank,Anank,,,,ANANK,True,,,,,
bwoo,Bwoo,Bwoo,,,,BWOO,True,,,,,
coteetci,COTEetCI,COTEetCI,,,,COTEETCI,True,,,,,
dirose,Dirose,Dirose,,,,,True,,,,,
dux_ducis,Dux Ducis,Dux Ducis,,,,DUX DUCIS,True,,,,,
ido,Ido,Ido,,,,IDO,True,,,,,
jlw,JLW,JLW,,,,JLW,True,,,,,
keephone,Keephone,Keephone,,,,KEEPHONE,True,,,,,
nillkin,Nillkin,Nillkin,,,,NILLKIN,True,,,,,
niimbot,Niimbot,Niimbot,,,,NIIMBOT,True,,,,,
omars,Omars,Omars,,,,OMARS,True,,,,,
peiko,Peiko,Peiko,,,,PEIKO,True,,,,,
raptic,Raptic,Raptic,,,,RAPTIC,True,,,,,
rockspace,Rockspace,Rockspace,,,,,True,,,,,
xiberia,Xiberia,Xiberia,,,,XIBERIA,True,,,,,
xin_e,Xin E,Xin E,,,,XIN E,True,,,,,
zga,Zga,Zga,,,,ZGA,True,,,,,
demo,,Demo,,,,,True,,,,,
denitip,,Denitip,,,,,True,,,,,
dubai_oriental,,Dubai Oriental,,,,,True,,,,,
zymotac,,Zymotac,,,,ZYMOTAC,True,,,,,
hdd,HDD,HDD,,,,HDD,True,,,,,
k_fulai,K.Fulai,K.Fulai,,,,K.FULAI,True,,,,,
mark,Mark,Mark,,,,MARK,True,,,,,
reebok,Reebok,Reebok,,,,Authentic Brand Group,True,,,,,
dynamique,Dynamique,Dynamique,,,,DYNAMIQUE,True,,,,,
seria,Seria,Seria,,,,SERIA,True,,,,,
prince_care,Prince Care,Prince Care,,,,,True,,,,,
alhydran,Alhydran,Alhydran,,,,ALHYDRAN,True,,,,,
genesisvit,Genesisvit,Genesisvit,,,,GENESISVIT,True,,,,,
suavipiel,Suavipiel,Suavipiel,,,,SUAVIPIEL,True,,,,,
pet_products,Pet Products,Pet Products,,,,PET PRODUCTS,True,,,,,
frogglez,,Frogglez,,,,,True,,,,,
mioo,Mioo,Mioo,,,,,True,,,,,
mushie,,Mushie,,,,MUSHIE,True,,,,,
al_marzooq_bakeries,Al Marzooq Bakeries,Al Marzooq Bakeries,,,,AL MARZOOQ BAKERIES,True,,,,,
wildcape,,Wildcape,,,,WILDCAPE,True,,,,,
sheikh_saeed,,Sheikh Saeed,,,,,True,,,,,
armas,,Armas,,,,,True,,,,,
suroori,,Suroori,,,,,True,,,,,
winpet,,Winpet,,,,WINPET,True,,,,,
yolex,,Yolex,,,,YOLEX,True,,,,,
ahla,,Ahla,,,,AHLA,True,,,,,
klairs,,Klairs,,,,KLAIRS,True,,,,,
mai_siam,,Mai Siam,,,,,True,,,,,
elysees_fashion,,Elysees Fashion,,,,,True,,,,,
pacoroca,,Pacoroca,,,,,True,,,,,
maison_alhambra,,Maison Alhambra,,,,,True,,,,,
adnan_b,,Adnan B.,,,,,True,,,,,
saint_aubert,,Saint Aubert,,,,SAINT AUBERT,True,,,,,
zahrat_safa,Zahrat Safa,Zahrat Safa,,,,ZAHRAT SAFA,True,,,,,
drtung_s,drTung's,drTung's,,,,DRTUNG'S,True,,,,,
shyneeb,,Shyneeb,,,,SHYNEEB,True,,,,,
woo_fresh,,Woo Fresh,,,,WOO FRESH,True,,,,,
your_vegan,,Your Vegan,,,,YOUR VEGAN,True,,,,,
babyhug,,Babyhug,,,,BABYHUG,True,,,,,
eau_thermale_jonzac,,Eau Thermale Jonzac,,,,EAU THERMALE JONZAC,True,,,,,
ecinq,,Ecinq,,,,ECINQ,True,,,,,
fab_n_funky,,Fab N Funky,,,,FAB N FUNKY,True,,,,,
laino,,Laino,,,,LAINO,True,,,,,
myribase,,Myribase,,,,,True,,,,,
bromley,Bromley,Bromley,,,,BROMLEY,True,,,,,
greek_gold,Greek Gold,Greek Gold,,,,GREEK GOLD,True,,,,,
g_t_saffroner_s,G.T Saffroner's,G.T Saffroner's,,,,G.T SAFFRONER'S,True,,,,,
the_gutsy_captain,The Gutsy Captain,The Gutsy Captain,,,,THE GUTSY CAPTAIN,True,,,,,
vital_baby,Vital Baby,Vital Baby,,,,VITAL BABY,True,,,,,
wars,Wars,Wars,,,,WARS,True,,,,,
joko,Joko,Joko,,,,JOKO,True,,,,,
sacred_glow_co,Sacred Glow Co.,Sacred Glow Co.,,,,SACRED GLOW CO.,True,,,,,
shakebar,Shakebar,Shakebar,,,,SHAKEBAR,True,,,,,
doisy_dam,Doisy & Dam,Doisy & Dam,,,,,True,,,,,
kosho,Kosho,Kosho,,,,,True,,,,,
la_farm,La Farm,La Farm,,,,,True,,,,,
love_smoothies,Love Smoothies,Love Smoothies,,,,,True,,,,,
ryse,Ryse,Ryse,,,,,True,,,,,
verum,Verum,Verum,,,,,True,,,,,
amiliya,,Amiliya,,,,AMILIYA,True,,,,,
baby_tumee,,Baby Tumee,,,,BABY TUMEE,True,,,,,
cloradyn,,Cloradyn,,,,CLORADYN,True,,,,,
artron,,Artron,,,,ARTRON,True,,,,,
elaine_perine,,Elaine Perine,,,,,True,,,,,
ero,,Ero,,,,ERO,True,,,,,
eva_belle,,Eva Belle,,,,,True,,,,,
med_s,,Med's,,,,MED'S,True,,,,,
hot,,Hot,,,,HOT,True,,,,,
gmate,,Gmate,,,,GMATE,True,,,,,
groomiist,,Groomiist,,,,GROOMIIST,True,,,,,
intervion,,Intervion,,,,INTERVION,True,,,,,
juschek,,Juschek,,,,JUSCHEK,True,,,,,
killys,,Killys,,,,KILLYS,True,,,,,
onetouch,,Onetouch,,,,ONETOUCH,True,,,,,
pregnazon,,Pregnazon,,,,PREGNAZON,True,,,,,
resuxi,,Resuxi,,,,RESUXI,True,,,,,
shantys,,Shantys,,,,SHANTYS,True,,,,,
smart_life,,Smart Life,,,,SMART LIFE,True,,,,,
unident,,Unident,,,,,True,,,,,
unimoist,,Unimoist,,,,,True,,,,,
vicutix,,Vicutix,,,,VICUTIX,True,,,,,
vitamix,,Vitamix,,,,VITAMIX,True,,,,,
earplanes,Earplanes,Earplanes,,,,,True,,,,,
supercare,Supercare,Supercare,,,,SUPERCARE,True,,,,,
care_lab,Care Lab,Care Lab,,,,,True,,,,,
go_wipes,Go Wipes,Go Wipes,,,,,True,,,,,
al_azb,Al Azb,Al Azb,,,,AL AZB,True,,,,,
le_tribute,,Le Tribute,,,,LE TRIBUTE,True,,,,,
purely_scent,Purely Scent,Purely Scent,,,,PURELY SCENT,True,,,,,
bombay_shaving_company,Bombay Shaving Company,Bombay Shaving Company,,,,BOMBAY SHAVING COMPANY,True,,,,,
adiva,Adiva,Adiva,,,,,True,,,,,
al_islamyah,Al Islamyah,Al Islamyah,,,,,True,,,,,
cleanlogic,Cleanlogic,Cleanlogic,,,,CLEANLOGIC,True,,,,,
desert_rose,Desert Rose,Desert Rose,,,,,True,,,,,
dream_collection,Dream Collection,Dream Collection,,,,,True,,,,,
empolive,Empolive,Empolive,,,,EMPOLIVE,True,,,,,
ethnic_excellence,Ethnic Excellence,Ethnic Excellence,,,,,True,,,,,
fierce,Fierce,Fierce,,,,,True,,,,,
fly_falcon,Fly Falcon,Fly Falcon,,,,,True,,,,,
hilali,Hilali,Hilali,,,,HILALI,True,,,,,
luvbea,Luvbea,Luvbea,,,,LUVBEA,True,,,,,
mactol,Mactol,Mactol,,,,MACTOL,True,,,,,
only_u,Only U,Only U,,,,,True,,,,,
pretty_love,Pretty Love,Pretty Love,,,,,True,,,,,
shobra_bakery,Shobra Bakery,Shobra Bakery,,,,SHOBRA BAKERY,True,,,,,
the_vital,The Vital,The Vital,,,,,True,,,,,
top_fragrance,Top Fragrance,Top Fragrance,,,,TOP FRAGRANCE,True,,,,,
viroderm,,Viroderm,,,,VIRODERM,True,,,,,
xyrio,,Xyrio,,,,XYRIO,True,,,,,
dandi,,Dandi,,,,DANDI,True,,,,,
ausair,Ausair,Ausair,,,,,True,,,,,
epic_gamers,Epic Gamers,Epic Gamers,,,,EPIC GAMERS,True,,,,,
loupedeck,Loupedeck,Loupedeck,,,,,True,,,,,
switchbot,SwitchBot,SwitchBot,,,,SWITCHBOT,True,,,,,
thronmax,Thronmax,Thronmax,,,,THRONMAX,True,,,,,
twinkly,Twinkly,Twinkly,,,,,True,,,,,
family_garden,Family Garden,Family Garden,,,,FAMILY GARDEN,True,,,,,
dortmund,Dortmund,Dortmund,,,,DORTMUND,True,,,,,
deoflor,Deoflor,Deoflor,,,,,True,,,,,
eco_max,Eco Max,Eco Max,,,,ECO MAX,True,,,,,
delikit,Delikit,Delikit,,,,DELIKIT,True,,,,,
flowchy,,Flowchy,,,,FLOWCHY,True,,,,,
aiguebelle,Aiguebelle,Aiguebelle,,,,AIGUEBELLE,True,,,,,
beach_day,Beach Day,Beach Day,,,,BEACH DAY,True,,,,,
j2o,J2O,J2O,,,,,True,,,,,
multicoco,Multicoco,Multicoco,,,,,True,,,,,
oyal,Oyal,Oyal,,,,OYAL,True,,,,,
doctor_j,Doctor J,Doctor J,,,,DOCTOR J,True,,,,,
folrex,Folrex,Folrex,,,,FOLREX,True,,,,,
glide,Glide,Glide,,,,GLIDE,True,,,,,
canal_toys,,Canal Toys,,,,,True,,,,,
aquabeads,,Aquabeads,,,,AQUABEADS,True,,,,,
glitza,,Glitza,,,,GLITZA,True,,,,,
jelli_rez,,Jelli Rez,,,,JELLI REZ,True,,,,,
kindi_kids,,Kindi Kids,,,,KINDI KIDS,True,,,,,
hairdorables,,Hairdorables,,,,Just Play LLC,True,,,,,
failfix,,Failfix,,,,FAILFIX,True,,,,,
elissa,,Elissa,,,,ELISSA,True,,,,,
our_generation,,Our Generation,,,,OUR GENERATION,True,,,,,
na_na_na_surprise,,Na! Na! Na! Surprise,,,,MGA Entertainment,True,,,,,
miraculous,,Miraculous,,,,MIRACULOUS,True,,,,,
baby_born,,Baby Born,,,,BABY BORN,True,,,,,
smashers,,Smashers,,,,SMASHERS,True,,,,,
goal_striker,,Goal Striker,,,,GOAL STRIKER,True,,,,,
goofy_foot,,Goofy Foot,,,,GOOFY FOOT,True,,,,,
battat,,Battat,,,,BATTAT,True,,,,,
schylling,,Schylling,,,,Schylling,True,,,,,
tiny_love,,Tiny Love,,,,TINY LOVE,True,,,,,
vtech,,Vtech,,,,VTech Holdings Limited,True,,,,,
tookyland,,Tookyland,,,,TOOKYLAND,True,,,,,
bright_starts,,Bright Starts,,,,BRIGHT STARTS,True,,,,,
fubbles,,Fubbles,,,,FUBBLES,True,,,,,
classic_world,,Classic World,,,,CLASSIC WORLD,True,,,,,
chu_chu_tv,,Chu Chu TV,,,,CHU CHU TV,True,,,,,
ugears,,Ugears,,,,,True,,,,,
cayro,,Cayro,,,,CAYRO,True,,,,,
ravensburger,,Ravensburger,,,,Ravensburger AG,True,,,,,
marvin_s_magic,,Marvin's Magic,,,,MARVIN'S MAGIC,True,,,,,
educa,,Educa,,,,EDUCA,True,,,,,
squeakee,,Squeakee,,,,Moose Toys,True,,,,,
super_spinner,,Super Spinner,,,,SUPER SPINNER,True,,,,,
shimmer_n_sparkle,,Shimmer 'N Sparkle,,,,SHIMMER 'N SPARKLE,True,,,,,
bildo,,Bildo,,,,BILDO,True,,,,,
markwins,,Markwins,,,,MARKWINS,True,,,,,
heroes_of_goo_jit_zu,,Heroes of Goo Jit Zu,,,,HEROES OF GOO JIT ZU,True,,,,,
beyblade,,Beyblade,,,,BEYBLADE,True,,,,,
banzai,,Banzai,,,,,True,,,,,
tiger_tribe,,Tiger Tribe,,,,TIGER TRIBE,True,,,,,
huffy,,Huffy,,,,HUFFY,True,,,,,
granex,Granex,Granex,,,,Granex,True,,,,,
intimina,Intimina,Intimina,,,,INTIMINA,True,,,,,
lamza,Lamza,Lamza,,,,LAMZA,True,,,,,
core_tests,,Core Tests,,,,CORE TESTS,True,,,,,
miraculum,,Miraculum,,,,MIRACULUM,True,,,,,
gracja_bio,,Gracja Bio,,,,GRACJA BIO,True,,,,,
paloma,,Paloma,,,,PALOMA,True,,,,,
itadaki,Itadaki,Itadaki,,,,ITADAKI,True,,,,,
natural_larder,Natural Larder,Natural Larder,,,,NATURAL LARDER,True,,,,,
hygee,Hygee,Hygee,,,,HYGEE,True,,,,,
vagisan,Vagisan,Vagisan,,,,Dr. Wolff Group,True,,,,,
rectal,Rectal,Rectal,,,,RECTAL,True,,,,,
frigg,,Frigg,,,,FRIGG,True,,,,,
dhamma,Dhamma,Dhamma,,,,DHAMMA,True,,,,,
ab_naturals,,Ab Naturals,,,,AB NATURALS,True,,,,,
aquamer,,Aquamer,,,,AQUAMER,True,,,,,
dermatypique,,Dermatypique,,,,DERMATYPIQUE,True,,,,,
dropsept,,Dropsept,,,,DROPSEPT,True,,,,,
khan_al_assal,,Khan Al Assal,,,,,True,,,,,
pure_beauty_works,,Pure Beauty Works,,,,PURE BEAUTY WORKS,True,,,,,
adcocycline,Adcocycline,Adcocycline,,,,,True,,,,,
alphafen,Alphafen,Alphafen,,,,,True,,,,,
antiflam,Antiflam,Antiflam,,,,,True,,,,,
biafine,Biafine,Biafine,,,,,True,,,,,
decongestyl,Decongestyl,Decongestyl,,,,,True,,,,,
ebastine,Ebastine,Ebastine,,,,,True,,,,,
flamogen,Flamogen,Flamogen,,,,,True,,,,,
flub,Flub,Flub,,,,,True,,,,,
foldex,Foldex,Foldex,,,,,True,,,,,
hi_cool,Hi-Cool,Hi-Cool,,,,,True,,,,,
incan,Incan,Incan,,,,INCAN,True,,,,,
inflacam,Inflacam,Inflacam,,,,,True,,,,,
loranovil,Loranovil,Loranovil,,,,,True,,,,,
mamy,Mamy,Mamy,,,,MAMY,True,,,,,
meki,Meki,Meki,,,,,True,,,,,
mepacovent,Mepacovent,Mepacovent,,,,,True,,,,,
miflonide,Miflonide,Miflonide,,,,,True,,,,,
mini_guava,Mini Guava,Mini Guava,,,,,True,,,,,
night_day,Night & Day,Night & Day,,,,NIGHT & DAY,True,,,,,
omehealth,Omehealth,Omehealth,,,,,True,,,,,
orlistyle,Orlistyle,Orlistyle,,,,,True,,,,,
primavita,Primavita,Primavita,,,,,True,,,,,
rabicid,Rabicid,Rabicid,,,,,True,,,,,
taminil,Taminil,Taminil,,,,,True,,,,,
my_first_puzzle_book,My First Puzzle Book,My First Puzzle Book,,,,MY FIRST PUZZLE BOOK,True,,,,,
exact,Exact,Exact,,,,EXACT,True,,,,,
a_rawnag,A'rawnag,A'rawnag,,,,,True,,,,,
toy_school,Toy School,Toy School,,,,,True,,,,,
far_west_rice,Far West Rice,Far West Rice,,,,FAR WEST RICE,True,,,,,
fiamma,Fiamma,Fiamma,,,,FIAMMA,True,,,,,
atashza,Atashza,Atashza,,,,ATASHZA,True,,,,,
wom,,Wom,,,,WOM,True,,,,,
mr_sour,,Mr. Sour,,,,MR. SOUR,True,,,,,
naturland,,Naturland,,,,NATURLAND,True,,,,,
night_rider,,Night Rider,,,,NIGHT RIDER,True,,,,,
panorix,,Panorix,,,,PANORIX,True,,,,,
pharmaluce,,Pharmaluce,,,,PHARMALUCE,True,,,,,
scan_pharma,,Scan Pharma,,,,SCAN PHARMA,True,,,,,
naturecare,,NatureCare,,,,,True,,,,,
lavital,Lavital,Lavital,,,,LAVITAL,True,,,,,
prendi,Prendi,Prendi,,,,PRENDI,True,,,,,
supermalt,Supermalt,Supermalt,,,,,True,,,,,
that_s_smart,That's Smart!,That's Smart!,,,,THAT'S SMART!,True,,,,,
food_craft,,Foodcraft,,,,FOOD CRAFT,True,,,,,
quality_first,Quality First,Quality First,,,,QUALITY FIRST,True,,,,,
cadiveu,,Cadiveu,,,,CADIVEU,True,,,,,
coco_fiji,,Coco Fiji,,,,COCO FIJI,True,,,,,
insight,,Insight,,,,INSIGHT,True,,,,,
layla,,Layla,,,,LAYLA,True,,,,,
organic_fiji,,Organic Fiji,,,,ORGANIC FIJI,True,,,,,
revamp_progloss,,Revamp Progloss,,,,REVAMP PROGLOSS,True,,,,,
sassi,,Sassi,,,,SASSI,True,,,,,
flightmate,Flightmate,Flightmate,,,,,True,,,,,
riodine,Riodine,Riodine,,,,,True,,,,,
center_fresh,Center-Fresh,Center-Fresh,,,,Perfetti Van Melle,True,Perfetti Van Melle,,,,
happydent,Happydent,Happydent,,,,Perfetti Van Melle,True,Perfetti Van Melle,,,,
acar_datca,Acar Datca,Acar Datca,,,,,True,,,,,
gurme_212,Gurme 212,Gurme 212,,,,GURME 212,True,,,,,
bwv_211,BWV 211,BWV 211,,,,BWV 211,True,,,,,
datca_kocamaar,Datca Kocamaar,Datca Kocamaar,,,,,True,,,,,
sagra,Sagra,Sagra,,,,,True,,,,,
milfetti,Milfetti,Milfetti,,,,MILFETTI,True,,,,,
tire_dairy,Tire Dairy,Tire Dairy,,,,,True,,,,,
koca_maar,Koca Maar,Koca Maar,,,,KOCA MAAR,True,,,,,
ali_gode,Ali Gode,Ali Gode,,,,ALI GODE,True,,,,,
findik_harmani,Findik Harmani,Findik Harmani,,,,,True,,,,,
zeugma,Zeugma,Zeugma,,,,ZEUGMA,True,,,,,
erzak,Erzak,Erzak,,,,ERZAK,True,,,,,
giresun_patar,Giresun Patar,Giresun Patar,,,,,True,,,,,
